lga,year,income
Randwick,2023,69078.0
Randwick,2024,71927.67
Randwick,2025,75636.68
Ryde,1990,22736.49
Ryde,1991,22736.49
Ryde,1992,24713.57
Ryde,1993,26690.66
Ryde,1994,26690.66
Ryde,1995,28667.74
Ryde,1996,28667.74
Ryde,1997,30397.69
Ryde,1998,32127.64
Ryde,1999,34599.0
Ryde,2000,34599.0
Ryde,2001,35743.0
Ryde,2002,36564.0
Ryde,2003,37296.0
Ryde,2004,37257.0
Ryde,2005,38325.0
Ryde,2006,39515.0
Ryde,2007,40403.0
Ryde,2008,41702.0
Ryde,2009,43981.0
Ryde,2010,43065.0
Ryde,2011,42149.0
Ryde,2012,45771.0
Ryde,2013,47778.0
Ryde,2014,48681.0
Ryde,2015,49764.0
Ryde,2016,50529.0
Ryde,2017,51386.0
Ryde,2018,52784.0
Ryde,2019,54872.0
Ryde,2020,56105.0
Ryde,2021,57941.0
Ryde,2022,60401.0
Ryde,2023,64077.0
Ryde,2024,66720.37
Ryde,2025,70160.86
Shellharbour,1990,20129.6
Shellharbour,1991,20129.6
Shellharbour,1992,21880.0
Shellharbour,1993,23630.4
Shellharbour,1994,23630.4
Shellharbour,1995,25380.8
Shellharbour,1996,25380.8
Shellharbour,1997,26912.4
Shellharbour,1998,28444.0
Shellharbour,1999,30632.0
Shellharbour,2000,30632.0
Shellharbour,2001,31272.0
Shellharbour,2002,32434.0
Shellharbour,2003,33700.0
Shellharbour,2004,33602.0
Shellharbour,2005,34703.0
Shellharbour,2006,35941.0
Shellharbour,2007,37122.0
Shellharbour,2008,38192.0
Shellharbour,2009,40122.0
Shellharbour,2010,40395.0
Shellharbour,2011,40668.0
Shellharbour,2012,42585.0
Shellharbour,2013,43825.0
Shellharbour,2014,45007.0
Shellharbour,2015,46026.0
Shellharbour,2016,47630.0
Shellharbour,2017,48002.0
Shellharbour,2018,49780.0
Shellharbour,2019,51595.0
Shellharbour,2020,52593.0
Shellharbour,2021,53079.0
Shellharbour,2022,54475.0
Shellharbour,2023,58886.0
Shellharbour,2024,61315.22
Shellharbour,2025,64476.99
Strathfield,1990,19900.26
Strathfield,1991,19900.26
Strathfield,1992,21630.71
Strathfield,1993,23361.17
Strathfield,1994,23361.17
Strathfield,1995,25091.63
Strathfield,1996,25091.63
Strathfield,1997,26605.78
Strathfield,1998,28119.93
Strathfield,1999,30283.0
Strathfield,2000,30283.0
Strathfield,2001,31006.0
Strathfield,2002,32082.0
Strathfield,2003,32699.0
Strathfield,2004,31239.0
Strathfield,2005,31331.0
Strathfield,2006,32483.0
Strathfield,2007,33237.0
Strathfield,2008,34175.0
Strathfield,2009,35562.0
Strathfield,2010,35905.0
Strathfield,2011,36248.0
Strathfield,2012,41234.0
Strathfield,2013,43824.0
Strathfield,2014,44651.0
Strathfield,2015,45359.0
Strathfield,2016,46095.0
Strathfield,2017,46344.0
Strathfield,2018,46484.0
Strathfield,2019,46719.0
Strathfield,2020,48294.0
Strathfield,2021,51469.0
Strathfield,2022,52984.0
Strathfield,2023,58090.0
Strathfield,2024,60486.39
Strathfield,2025,63605.42
Sutherland Shire,1990,22688.51
Sutherland Shire,1991,22688.51
Sutherland Shire,1992,24661.43
Sutherland Shire,1993,26634.34
Sutherland Shire,1994,26634.34
Sutherland Shire,1995,28607.26
Sutherland Shire,1996,28607.26
Sutherland Shire,1997,30333.56
Sutherland Shire,1998,32059.86
Sutherland Shire,1999,34526.0
Sutherland Shire,2000,34526.0
Sutherland Shire,2001,35860.0
Sutherland Shire,2002,36520.0
Sutherland Shire,2003,37915.0
Sutherland Shire,2004,37861.0
Sutherland Shire,2005,39154.0
Sutherland Shire,2006,40492.0
Sutherland Shire,2007,41277.0
Sutherland Shire,2008,42939.0
Sutherland Shire,2009,44888.0
Sutherland Shire,2010,44014.0
Sutherland Shire,2011,43140.0
Sutherland Shire,2012,48237.0
Sutherland Shire,2013,50098.0
Sutherland Shire,2014,51522.0
Sutherland Shire,2015,52887.0
Sutherland Shire,2016,54766.0
Sutherland Shire,2017,55840.0
Sutherland Shire,2018,57835.0
Sutherland Shire,2019,60106.0
Sutherland Shire,2020,61414.0
Sutherland Shire,2021,62542.0
Sutherland Shire,2022,64637.0
Sutherland Shire,2023,69239.0
Sutherland Shire,2024,72095.32
Sutherland Shire,2025,75812.97
Sydney,1990,16465.37
Sydney,1991,16465.37
Sydney,1992,17897.14
Sydney,1993,19328.91
Sydney,1994,19328.91
Sydney,1995,20760.69
Sydney,1996,20760.69
Sydney,1997,22013.49
Sydney,1998,23266.29
Sydney,1999,25056.0
Sydney,2000,25056.0
Sydney,2001,24808.0
Sydney,2002,28408.0
Sydney,2003,32333.0
Sydney,2004,34354.0
Sydney,2005,35043.0
Sydney,2006,34927.0
Sydney,2007,34737.0
Sydney,2008,36667.0
Sydney,2009,39004.0
Sydney,2010,36232.0
Sydney,2011,33460.0
Sydney,2012,46859.0
Sydney,2013,49443.0
Sydney,2014,51272.0
Sydney,2015,52536.0
Sydney,2016,53393.0
Sydney,2017,50289.0
Sydney,2018,54628.0
Sydney,2019,57331.0
Sydney,2020,59401.0
Sydney,2021,62586.0
Sydney,2022,65875.0
Sydney,2023,65191.0
Sydney,2024,67880.32
Sydney,2025,71380.63
The Hills Shire,1990,21081.8
The Hills Shire,1991,21081.8
The Hills Shire,1992,22915.0
The Hills Shire,1993,24748.2
The Hills Shire,1994,24748.2
The Hills Shire,1995,26581.4
The Hills Shire,1996,26581.4
The Hills Shire,1997,28185.45
The Hills Shire,1998,29789.5
The Hills Shire,1999,32081.0
The Hills Shire,2000,32081.0
The Hills Shire,2001,35967.0
The Hills Shire,2002,37333.0
The Hills Shire,2003,38408.0
The Hills Shire,2004,38479.0
The Hills Shire,2005,39654.0
The Hills Shire,2006,41228.0
The Hills Shire,2007,42342.0
The Hills Shire,2008,43475.0
The Hills Shire,2009,45978.0
The Hills Shire,2010,46979.333333333336
The Hills Shire,2011,47980.66666666666
The Hills Shire,2012,48982.0
The Hills Shire,2013,50854.0
The Hills Shire,2014,52019.0
The Hills Shire,2015,53238.0
The Hills Shire,2016,54352.0
The Hills Shire,2017,55458.0
The Hills Shire,2018,56709.0
The Hills Shire,2019,59288.0
The Hills Shire,2020,60756.0
The Hills Shire,2021,62856.0
The Hills Shire,2022,66141.0
The Hills Shire,2023,70634.0
The Hills Shire,2024,73547.86
The Hills Shire,2025,77340.42
Waverley,1990,21698.86
Waverley,1991,21698.86
Waverley,1992,23585.71
Waverley,1993,25472.57
Waverley,1994,25472.57
Waverley,1995,27359.43
Waverley,1996,27359.43
Waverley,1997,29010.43
Waverley,1998,30661.43
Waverley,1999,33020.0
Waverley,2000,33020.0
Waverley,2001,33713.0
Waverley,2002,35569.0
Waverley,2003,38416.0
Waverley,2004,36698.0
Waverley,2005,38282.0
Waverley,2006,40663.0
Waverley,2007,42371.0
Waverley,2008,43950.0
Waverley,2009,46035.0
Waverley,2010,42793.5
Waverley,2011,39552.0
Waverley,2012,51365.0
Waverley,2013,54021.0
Waverley,2014,56744.0
Waverley,2015,59007.0
Waverley,2016,60276.0
Waverley,2017,60566.0
Waverley,2018,63934.0
Waverley,2019,66137.0
Waverley,2020,67914.0
Waverley,2021,71745.0
Waverley,2022,75386.0
Waverley,2023,75746.0
Waverley,2024,78870.75
Waverley,2025,82937.78
Willoughby,1990,25068.03
Willoughby,1991,25068.03
Willoughby,1992,27247.86
Willoughby,1993,29427.69
Willoughby,1994,29427.69
Willoughby,1995,31607.51
Willoughby,1996,31607.51
Willoughby,1997,33514.86
Willoughby,1998,35422.21
Willoughby,1999,38147.0
Willoughby,2000,38147.0
Willoughby,2001,39901.0
Willoughby,2002,40411.0
Willoughby,2003,41642.0
Willoughby,2004,40956.0
Willoughby,2005,42608.0
Willoughby,2006,43815.0
Willoughby,2007,44973.0
Willoughby,2008,46242.0
Willoughby,2009,48245.0
Willoughby,2010,44393.0
Willoughby,2011,40541.0
Willoughby,2012,52928.0
Willoughby,2013,54904.0
Willoughby,2014,55563.0
Willoughby,2015,57787.0
Willoughby,2016,58386.0
Willoughby,2017,58964.0
Willoughby,2018,60792.0
Willoughby,2019,63257.0
Willoughby,2020,63847.0
Willoughby,2021,64689.0
Willoughby,2022,67384.0
Willoughby,2023,70612.0
Willoughby,2024,73524.96
Willoughby,2025,77316.33
Wollondilly,1990,20981.26
Wollondilly,1991,20981.26
Wollondilly,1992,22805.71
Wollondilly,1993,24630.17
Wollondilly,1994,24630.17
Wollondilly,1995,26454.63
Wollondilly,1996,26454.63
Wollondilly,1997,28051.03
Wollondilly,1998,29647.43
Wollondilly,1999,31928.0
Wollondilly,2000,31928.0
Wollondilly,2001,32725.0
Wollondilly,2002,33609.0
Wollondilly,2003,34760.0
Wollondilly,2004,35076.0
Wollondilly,2005,36162.0
Wollondilly,2006,37443.0
Wollondilly,2007,38703.0
Wollondilly,2008,39806.0
Wollondilly,2009,41633.0
Wollondilly,2010,42369.0
Wollondilly,2011,43105.0
Wollondilly,2012,45336.0
Wollondilly,2013,47406.0
Wollondilly,2014,48820.0
Wollondilly,2015,50412.0
Wollondilly,2016,51983.0
Wollondilly,2017,53109.0
Wollondilly,2018,54811.0
Wollondilly,2019,56513.0
Wollondilly,2020,57942.0
Wollondilly,2021,58500.0
Wollondilly,2022,59747.0
Wollondilly,2023,64204.0
Wollondilly,2024,66852.61
Wollondilly,2025,70299.92
Wollongong,1990,21067.34
Wollongong,1991,21067.34
Wollongong,1992,22899.29
Wollongong,1993,24731.23
Wollongong,1994,24731.23
Wollongong,1995,26563.17
Wollongong,1996,26563.17
Wollongong,1997,28166.12
Wollongong,1998,29769.07
Wollongong,1999,32059.0
Wollongong,2000,32059.0
Wollongong,2001,32844.0
Wollongong,2002,33941.0
Wollongong,2003,35072.0
Wollongong,2004,34890.0
Wollongong,2005,35952.0
Wollongong,2006,37230.0
Wollongong,2007,38237.0
Wollongong,2008,39358.0
Wollongong,2009,41246.0
Wollongong,2010,41126.0
Wollongong,2011,41006.0
Wollongong,2012,43261.0
Wollongong,2013,44856.0
Wollongong,2014,46007.0
Wollongong,2015,47069.0
Wollongong,2016,48236.0
Wollongong,2017,48784.0
Wollongong,2018,50484.0
Wollongong,2019,52646.0
Wollongong,2020,53164.0
Wollongong,2021,53422.0
Wollongong,2022,55061.0
Wollongong,2023,58764.0
Wollongong,2024,61188.19
Wollongong,2025,64343.41
Woollahra,1990,24972.74
Woollahra,1991,24972.74
Woollahra,1992,27144.29
Woollahra,1993,29315.83
Woollahra,1994,29315.83
Woollahra,1995,31487.37
Woollahra,1996,31487.37
Woollahra,1997,33387.47
Woollahra,1998,35287.57
Woollahra,1999,38002.0
Woollahra,2000,38002.0
Woollahra,2001,40224.0
Woollahra,2002,41595.0
Woollahra,2003,44008.0
Woollahra,2004,41683.0
Woollahra,2005,43857.0
Woollahra,2006,45626.0
Woollahra,2007,46335.0
Woollahra,2008,47144.0
Woollahra,2009,49155.0
Woollahra,2010,45145.5
Woollahra,2011,41136.0
Woollahra,2012,64183.0
Woollahra,2013,66260.0
Woollahra,2014,68760.0
Woollahra,2015,72019.0
Woollahra,2016,74076.0
Woollahra,2017,75084.0
Woollahra,2018,77159.0
Woollahra,2019,80245.0
Woollahra,2020,81096.0
Woollahra,2021,81800.0
Woollahra,2022,87437.0
Woollahra,2023,88612.0
Woollahra,2024,92267.51
Woollahra,2025,97025.36
