date,Year,Quarter,lga,dwelling,median_sales_price,lga_shp
2017-Q2,2017,Q2,Albury,Non Strata,320.0,Albury
2017-Q3,2017,Q3,Albury,Non Strata,325.0,Albury
2017-Q4,2017,Q4,Albury,Non Strata,332.0,Albury
2018-Q1,2018,Q1,Albury,Non Strata,335.0,Albury
2018-Q2,2018,Q2,Albury,Non Strata,340.0,Albury
2018-Q3,2018,Q3,Albury,Non Strata,355.0,Albury
2018-Q4,2018,Q4,Albury,Non Strata,360.0,Albury
2019-Q1,2019,Q1,Albury,Non Strata,352.0,Albury
2019-Q2,2019,Q2,Albury,Non Strata,330.0,Albury
2019-Q3,2019,Q3,Albury,Non Strata,333.0,Albury
2019-Q4,2019,Q4,Albury,Non Strata,387.0,Albury
2020-Q1,2020,Q1,Albury,Non Strata,345.0,Albury
2020-Q2,2020,Q2,Albury,Non Strata,458.0,Albury
2020-Q3,2020,Q3,Albury,Non Strata,455.0,Albury
2020-Q4,2020,Q4,Albury,Non Strata,520.0,Albury
2021-Q1,2021,Q1,Albury,Non Strata,530.0,Albury
2021-Q2,2021,Q2,Albury,Non Strata,575.0,Albury
2021-Q3,2021,Q3,Albury,Non Strata,595.0,Albury
2021-Q4,2021,Q4,Albury,Non Strata,680.0,Albury
2022-Q1,2022,Q1,Albury,Non Strata,661.0,Albury
2022-Q2,2022,Q2,Albury,Non Strata,683.0,Albury
2022-Q3,2022,Q3,Albury,Non Strata,635.0,Albury
2022-Q4,2022,Q4,Albury,Non Strata,753.0,Albury
2023-Q1,2023,Q1,Albury,Non Strata,700.0,Albury
2023-Q2,2023,Q2,Albury,Non Strata,672.0,Albury
2023-Q3,2023,Q3,Albury,Non Strata,708.0,Albury
2023-Q4,2023,Q4,Albury,Non Strata,700.0,Albury
2024-Q1,2024,Q1,Albury,Non Strata,715.0,Albury
2024-Q2,2024,Q2,Albury,Non Strata,712.0,Albury
2024-Q4,2024,Q4,Albury,Non Strata,774.0,Albury
2025-Q1,2025,Q1,Albury,Non Strata,730.0,Albury
2025-Q2,2025,Q2,Albury,Non Strata,725.0,Albury
2025-Q3,2025,Q3,Albury,Non Strata,676.0,Albury
2017-Q2,2017,Q2,Albury,Strata,206.0,Albury
2017-Q3,2017,Q3,Albury,Strata,218.0,Albury
2017-Q4,2017,Q4,Albury,Strata,233.0,Albury
2018-Q1,2018,Q1,Albury,Strata,215.0,Albury
2018-Q2,2018,Q2,Albury,Strata,175.0,Albury
2018-Q3,2018,Q3,Albury,Strata,211.0,Albury
2018-Q4,2018,Q4,Albury,Strata,212.0,Albury
2019-Q1,2019,Q1,Albury,Strata,212.0,Albury
2019-Q2,2019,Q2,Albury,Strata,223.0,Albury
2019-Q3,2019,Q3,Albury,Strata,230.0,Albury
2019-Q4,2019,Q4,Albury,Strata,200.0,Albury
2020-Q1,2020,Q1,Albury,Strata,215.0,Albury
2020-Q2,2020,Q2,Albury,Strata,288.0,Albury
2020-Q3,2020,Q3,Albury,Strata,281.0,Albury
2020-Q4,2020,Q4,Albury,Strata,310.0,Albury
2021-Q1,2021,Q1,Albury,Strata,299.0,Albury
2021-Q2,2021,Q2,Albury,Strata,318.0,Albury
2021-Q3,2021,Q3,Albury,Strata,326.0,Albury
2021-Q4,2021,Q4,Albury,Strata,351.0,Albury
2022-Q1,2022,Q1,Albury,Strata,325.0,Albury
2022-Q2,2022,Q2,Albury,Strata,344.0,Albury
2022-Q3,2022,Q3,Albury,Strata,359.0,Albury
2022-Q4,2022,Q4,Albury,Strata,351.0,Albury
2023-Q1,2023,Q1,Albury,Strata,380.0,Albury
2023-Q2,2023,Q2,Albury,Strata,385.0,Albury
2023-Q3,2023,Q3,Albury,Strata,380.0,Albury
2023-Q4,2023,Q4,Albury,Strata,345.0,Albury
2024-Q1,2024,Q1,Albury,Strata,381.0,Albury
2024-Q2,2024,Q2,Albury,Strata,366.0,Albury
2024-Q4,2024,Q4,Albury,Strata,493.0,Albury
2025-Q1,2025,Q1,Albury,Strata,412.0,Albury
2025-Q2,2025,Q2,Albury,Strata,421.0,Albury
2025-Q3,2025,Q3,Albury,Strata,440.0,Albury
2017-Q2,2017,Q2,Albury,Total,290.0,Albury
2017-Q3,2017,Q3,Albury,Total,300.0,Albury
2017-Q4,2017,Q4,Albury,Total,320.0,Albury
2018-Q1,2018,Q1,Albury,Total,297.0,Albury
2018-Q2,2018,Q2,Albury,Total,310.0,Albury
2018-Q3,2018,Q3,Albury,Total,305.0,Albury
2018-Q4,2018,Q4,Albury,Total,308.0,Albury
2019-Q1,2019,Q1,Albury,Total,320.0,Albury
2019-Q2,2019,Q2,Albury,Total,301.0,Albury
2019-Q3,2019,Q3,Albury,Total,319.0,Albury
2019-Q4,2019,Q4,Albury,Total,370.0,Albury
2020-Q1,2020,Q1,Albury,Total,313.0,Albury
2020-Q2,2020,Q2,Albury,Total,430.0,Albury
2020-Q3,2020,Q3,Albury,Total,440.0,Albury
2020-Q4,2020,Q4,Albury,Total,492.0,Albury
2021-Q1,2021,Q1,Albury,Total,500.0,Albury
2021-Q2,2021,Q2,Albury,Total,530.0,Albury
2021-Q3,2021,Q3,Albury,Total,572.0,Albury
2021-Q4,2021,Q4,Albury,Total,640.0,Albury
2022-Q1,2022,Q1,Albury,Total,604.0,Albury
2022-Q2,2022,Q2,Albury,Total,654.0,Albury
2022-Q3,2022,Q3,Albury,Total,600.0,Albury
2022-Q4,2022,Q4,Albury,Total,656.0,Albury
2023-Q1,2023,Q1,Albury,Total,678.0,Albury
2023-Q2,2023,Q2,Albury,Total,646.0,Albury
2023-Q3,2023,Q3,Albury,Total,666.0,Albury
2023-Q4,2023,Q4,Albury,Total,676.0,Albury
2024-Q1,2024,Q1,Albury,Total,670.0,Albury
2024-Q2,2024,Q2,Albury,Total,671.0,Albury
2024-Q4,2024,Q4,Albury,Total,731.0,Albury
2025-Q1,2025,Q1,Albury,Total,673.0,Albury
2025-Q2,2025,Q2,Albury,Total,699.0,Albury
2025-Q3,2025,Q3,Albury,Total,641.0,Albury
2017-Q2,2017,Q2,Armidale Regional,Non Strata,352.5,Armidale Regional
2017-Q3,2017,Q3,Armidale Regional,Non Strata,342.5,Armidale Regional
2017-Q4,2017,Q4,Armidale Regional,Non Strata,345.0,Armidale Regional
2018-Q1,2018,Q1,Armidale Regional,Non Strata,350.0,Armidale Regional
2018-Q2,2018,Q2,Armidale Regional,Non Strata,340.0,Armidale Regional
2018-Q3,2018,Q3,Armidale Regional,Non Strata,359.0,Armidale Regional
2018-Q4,2018,Q4,Armidale Regional,Non Strata,355.0,Armidale Regional
2019-Q1,2019,Q1,Armidale Regional,Non Strata,360.0,Armidale Regional
2019-Q2,2019,Q2,Armidale Regional,Non Strata,320.0,Armidale Regional
2019-Q3,2019,Q3,Armidale Regional,Non Strata,345.0,Armidale Regional
2019-Q4,2019,Q4,Armidale Regional,Non Strata,341.0,Armidale Regional
2020-Q1,2020,Q1,Armidale Regional,Non Strata,330.0,Armidale Regional
2020-Q2,2020,Q2,Armidale Regional,Non Strata,393.0,Armidale Regional
2020-Q3,2020,Q3,Armidale Regional,Non Strata,455.0,Armidale Regional
2020-Q4,2020,Q4,Armidale Regional,Non Strata,465.0,Armidale Regional
2021-Q1,2021,Q1,Armidale Regional,Non Strata,459.0,Armidale Regional
2021-Q2,2021,Q2,Armidale Regional,Non Strata,490.0,Armidale Regional
2021-Q3,2021,Q3,Armidale Regional,Non Strata,524.0,Armidale Regional
2021-Q4,2021,Q4,Armidale Regional,Non Strata,550.0,Armidale Regional
2022-Q1,2022,Q1,Armidale Regional,Non Strata,587.0,Armidale Regional
2022-Q2,2022,Q2,Armidale Regional,Non Strata,580.0,Armidale Regional
2022-Q3,2022,Q3,Armidale Regional,Non Strata,649.0,Armidale Regional
2022-Q4,2022,Q4,Armidale Regional,Non Strata,650.0,Armidale Regional
2023-Q1,2023,Q1,Armidale Regional,Non Strata,576.0,Armidale Regional
2023-Q2,2023,Q2,Armidale Regional,Non Strata,640.0,Armidale Regional
2023-Q3,2023,Q3,Armidale Regional,Non Strata,575.0,Armidale Regional
2023-Q4,2023,Q4,Armidale Regional,Non Strata,560.0,Armidale Regional
2024-Q1,2024,Q1,Armidale Regional,Non Strata,620.0,Armidale Regional
2024-Q2,2024,Q2,Armidale Regional,Non Strata,598.0,Armidale Regional
2024-Q4,2024,Q4,Armidale Regional,Non Strata,650.0,Armidale Regional
2025-Q1,2025,Q1,Armidale Regional,Non Strata,615.0,Armidale Regional
2025-Q2,2025,Q2,Armidale Regional,Non Strata,658.0,Armidale Regional
2025-Q3,2025,Q3,Armidale Regional,Non Strata,628.0,Armidale Regional
2017-Q4,2017,Q4,Armidale Regional,Strata,250.0,Armidale Regional
2018-Q3,2018,Q3,Armidale Regional,Strata,199.0,Armidale Regional
2018-Q4,2018,Q4,Armidale Regional,Strata,199.0,Armidale Regional
2019-Q4,2019,Q4,Armidale Regional,Strata,298.0,Armidale Regional
2020-Q3,2020,Q3,Armidale Regional,Strata,394.0,Armidale Regional
2020-Q4,2020,Q4,Armidale Regional,Strata,411.0,Armidale Regional
2021-Q1,2021,Q1,Armidale Regional,Strata,355.0,Armidale Regional
2021-Q2,2021,Q2,Armidale Regional,Strata,403.0,Armidale Regional
2021-Q3,2021,Q3,Armidale Regional,Strata,463.0,Armidale Regional
2021-Q4,2021,Q4,Armidale Regional,Strata,434.0,Armidale Regional
2022-Q1,2022,Q1,Armidale Regional,Strata,351.0,Armidale Regional
2022-Q2,2022,Q2,Armidale Regional,Strata,382.0,Armidale Regional
2022-Q3,2022,Q3,Armidale Regional,Strata,355.0,Armidale Regional
2023-Q1,2023,Q1,Armidale Regional,Strata,643.0,Armidale Regional
2023-Q2,2023,Q2,Armidale Regional,Strata,370.0,Armidale Regional
2023-Q3,2023,Q3,Armidale Regional,Strata,373.0,Armidale Regional
2023-Q4,2023,Q4,Armidale Regional,Strata,381.0,Armidale Regional
2024-Q1,2024,Q1,Armidale Regional,Strata,350.0,Armidale Regional
2024-Q2,2024,Q2,Armidale Regional,Strata,419.0,Armidale Regional
2024-Q4,2024,Q4,Armidale Regional,Strata,549.0,Armidale Regional
2025-Q1,2025,Q1,Armidale Regional,Strata,410.0,Armidale Regional
2025-Q2,2025,Q2,Armidale Regional,Strata,471.0,Armidale Regional
2025-Q3,2025,Q3,Armidale Regional,Strata,400.0,Armidale Regional
2017-Q2,2017,Q2,Armidale Regional,Total,345.0,Armidale Regional
2017-Q3,2017,Q3,Armidale Regional,Total,340.0,Armidale Regional
2017-Q4,2017,Q4,Armidale Regional,Total,340.0,Armidale Regional
2018-Q1,2018,Q1,Armidale Regional,Total,345.0,Armidale Regional
2018-Q2,2018,Q2,Armidale Regional,Total,328.0,Armidale Regional
2018-Q3,2018,Q3,Armidale Regional,Total,350.0,Armidale Regional
2018-Q4,2018,Q4,Armidale Regional,Total,348.0,Armidale Regional
2019-Q1,2019,Q1,Armidale Regional,Total,350.0,Armidale Regional
2019-Q2,2019,Q2,Armidale Regional,Total,310.0,Armidale Regional
2019-Q3,2019,Q3,Armidale Regional,Total,335.0,Armidale Regional
2019-Q4,2019,Q4,Armidale Regional,Total,338.0,Armidale Regional
2020-Q1,2020,Q1,Armidale Regional,Total,330.0,Armidale Regional
2020-Q2,2020,Q2,Armidale Regional,Total,391.0,Armidale Regional
2020-Q3,2020,Q3,Armidale Regional,Total,454.0,Armidale Regional
2020-Q4,2020,Q4,Armidale Regional,Total,465.0,Armidale Regional
2021-Q1,2021,Q1,Armidale Regional,Total,455.0,Armidale Regional
2021-Q2,2021,Q2,Armidale Regional,Total,478.0,Armidale Regional
2021-Q3,2021,Q3,Armidale Regional,Total,520.0,Armidale Regional
2021-Q4,2021,Q4,Armidale Regional,Total,534.0,Armidale Regional
2022-Q1,2022,Q1,Armidale Regional,Total,580.0,Armidale Regional
2022-Q2,2022,Q2,Armidale Regional,Total,565.0,Armidale Regional
2022-Q3,2022,Q3,Armidale Regional,Total,639.0,Armidale Regional
2022-Q4,2022,Q4,Armidale Regional,Total,640.0,Armidale Regional
2023-Q1,2023,Q1,Armidale Regional,Total,580.0,Armidale Regional
2023-Q2,2023,Q2,Armidale Regional,Total,620.0,Armidale Regional
2023-Q3,2023,Q3,Armidale Regional,Total,565.0,Armidale Regional
2023-Q4,2023,Q4,Armidale Regional,Total,550.0,Armidale Regional
2024-Q1,2024,Q1,Armidale Regional,Total,590.0,Armidale Regional
2024-Q2,2024,Q2,Armidale Regional,Total,560.0,Armidale Regional
2024-Q4,2024,Q4,Armidale Regional,Total,650.0,Armidale Regional
2025-Q1,2025,Q1,Armidale Regional,Total,607.0,Armidale Regional
2025-Q2,2025,Q2,Armidale Regional,Total,620.0,Armidale Regional
2025-Q3,2025,Q3,Armidale Regional,Total,603.0,Armidale Regional
2017-Q2,2017,Q2,Ballina,Non Strata,639.5,Ballina
2017-Q3,2017,Q3,Ballina,Non Strata,645.0,Ballina
2017-Q4,2017,Q4,Ballina,Non Strata,640.0,Ballina
2018-Q1,2018,Q1,Ballina,Non Strata,727.0,Ballina
2018-Q2,2018,Q2,Ballina,Non Strata,706.0,Ballina
2018-Q3,2018,Q3,Ballina,Non Strata,640.0,Ballina
2018-Q4,2018,Q4,Ballina,Non Strata,660.0,Ballina
2019-Q1,2019,Q1,Ballina,Non Strata,640.0,Ballina
2019-Q2,2019,Q2,Ballina,Non Strata,653.0,Ballina
2019-Q3,2019,Q3,Ballina,Non Strata,690.0,Ballina
2019-Q4,2019,Q4,Ballina,Non Strata,693.0,Ballina
2020-Q1,2020,Q1,Ballina,Non Strata,725.0,Ballina
2020-Q2,2020,Q2,Ballina,Non Strata,910.0,Ballina
2020-Q3,2020,Q3,Ballina,Non Strata,1073.0,Ballina
2020-Q4,2020,Q4,Ballina,Non Strata,1100.0,Ballina
2021-Q1,2021,Q1,Ballina,Non Strata,1335.0,Ballina
2021-Q2,2021,Q2,Ballina,Non Strata,1439.0,Ballina
2021-Q3,2021,Q3,Ballina,Non Strata,1439.0,Ballina
2021-Q4,2021,Q4,Ballina,Non Strata,1805.0,Ballina
2022-Q1,2022,Q1,Ballina,Non Strata,1513.0,Ballina
2022-Q2,2022,Q2,Ballina,Non Strata,1640.0,Ballina
2022-Q3,2022,Q3,Ballina,Non Strata,1550.0,Ballina
2022-Q4,2022,Q4,Ballina,Non Strata,1450.0,Ballina
2023-Q1,2023,Q1,Ballina,Non Strata,1290.0,Ballina
2023-Q2,2023,Q2,Ballina,Non Strata,1431.0,Ballina
2023-Q3,2023,Q3,Ballina,Non Strata,1325.0,Ballina
2023-Q4,2023,Q4,Ballina,Non Strata,1226.0,Ballina
2024-Q1,2024,Q1,Ballina,Non Strata,1498.0,Ballina
2024-Q2,2024,Q2,Ballina,Non Strata,1450.0,Ballina
2024-Q4,2024,Q4,Ballina,Non Strata,1421.0,Ballina
2025-Q1,2025,Q1,Ballina,Non Strata,1400.0,Ballina
2025-Q2,2025,Q2,Ballina,Non Strata,1603.0,Ballina
2025-Q3,2025,Q3,Ballina,Non Strata,1630.0,Ballina
2017-Q2,2017,Q2,Ballina,Strata,424.0,Ballina
2017-Q3,2017,Q3,Ballina,Strata,497.5,Ballina
2017-Q4,2017,Q4,Ballina,Strata,430.0,Ballina
2018-Q1,2018,Q1,Ballina,Strata,495.0,Ballina
2018-Q2,2018,Q2,Ballina,Strata,480.0,Ballina
2018-Q3,2018,Q3,Ballina,Strata,482.0,Ballina
2018-Q4,2018,Q4,Ballina,Strata,465.0,Ballina
2019-Q1,2019,Q1,Ballina,Strata,515.0,Ballina
2019-Q2,2019,Q2,Ballina,Strata,495.0,Ballina
2019-Q3,2019,Q3,Ballina,Strata,508.0,Ballina
2019-Q4,2019,Q4,Ballina,Strata,535.0,Ballina
2020-Q1,2020,Q1,Ballina,Strata,510.0,Ballina
2020-Q2,2020,Q2,Ballina,Strata,659.0,Ballina
2020-Q3,2020,Q3,Ballina,Strata,786.0,Ballina
2020-Q4,2020,Q4,Ballina,Strata,729.0,Ballina
2021-Q1,2021,Q1,Ballina,Strata,793.0,Ballina
2021-Q2,2021,Q2,Ballina,Strata,830.0,Ballina
2021-Q3,2021,Q3,Ballina,Strata,828.0,Ballina
2021-Q4,2021,Q4,Ballina,Strata,965.0,Ballina
2022-Q1,2022,Q1,Ballina,Strata,924.0,Ballina
2022-Q2,2022,Q2,Ballina,Strata,1123.0,Ballina
2022-Q3,2022,Q3,Ballina,Strata,990.0,Ballina
2022-Q4,2022,Q4,Ballina,Strata,993.0,Ballina
2023-Q1,2023,Q1,Ballina,Strata,1050.0,Ballina
2023-Q2,2023,Q2,Ballina,Strata,912.0,Ballina
2023-Q3,2023,Q3,Ballina,Strata,955.0,Ballina
2023-Q4,2023,Q4,Ballina,Strata,941.0,Ballina
2024-Q1,2024,Q1,Ballina,Strata,1044.0,Ballina
2024-Q2,2024,Q2,Ballina,Strata,900.0,Ballina
2024-Q4,2024,Q4,Ballina,Strata,894.0,Ballina
2025-Q1,2025,Q1,Ballina,Strata,958.0,Ballina
2025-Q2,2025,Q2,Ballina,Strata,1100.0,Ballina
2025-Q3,2025,Q3,Ballina,Strata,1050.0,Ballina
2017-Q2,2017,Q2,Ballina,Total,587.5,Ballina
2017-Q3,2017,Q3,Ballina,Total,597.0,Ballina
2017-Q4,2017,Q4,Ballina,Total,594.0,Ballina
2018-Q1,2018,Q1,Ballina,Total,639.0,Ballina
2018-Q2,2018,Q2,Ballina,Total,640.0,Ballina
2018-Q3,2018,Q3,Ballina,Total,595.0,Ballina
2018-Q4,2018,Q4,Ballina,Total,600.0,Ballina
2019-Q1,2019,Q1,Ballina,Total,577.0,Ballina
2019-Q2,2019,Q2,Ballina,Total,610.0,Ballina
2019-Q3,2019,Q3,Ballina,Total,637.0,Ballina
2019-Q4,2019,Q4,Ballina,Total,630.0,Ballina
2020-Q1,2020,Q1,Ballina,Total,653.0,Ballina
2020-Q2,2020,Q2,Ballina,Total,850.0,Ballina
2020-Q3,2020,Q3,Ballina,Total,956.0,Ballina
2020-Q4,2020,Q4,Ballina,Total,953.0,Ballina
2021-Q1,2021,Q1,Ballina,Total,1143.0,Ballina
2021-Q2,2021,Q2,Ballina,Total,1200.0,Ballina
2021-Q3,2021,Q3,Ballina,Total,1263.0,Ballina
2021-Q4,2021,Q4,Ballina,Total,1436.0,Ballina
2022-Q1,2022,Q1,Ballina,Total,1393.0,Ballina
2022-Q2,2022,Q2,Ballina,Total,1550.0,Ballina
2022-Q3,2022,Q3,Ballina,Total,1400.0,Ballina
2022-Q4,2022,Q4,Ballina,Total,1300.0,Ballina
2023-Q1,2023,Q1,Ballina,Total,1200.0,Ballina
2023-Q2,2023,Q2,Ballina,Total,1274.0,Ballina
2023-Q3,2023,Q3,Ballina,Total,1215.0,Ballina
2023-Q4,2023,Q4,Ballina,Total,1096.0,Ballina
2024-Q1,2024,Q1,Ballina,Total,1346.0,Ballina
2024-Q2,2024,Q2,Ballina,Total,1173.0,Ballina
2024-Q4,2024,Q4,Ballina,Total,1300.0,Ballina
2025-Q1,2025,Q1,Ballina,Total,1225.0,Ballina
2025-Q2,2025,Q2,Ballina,Total,1450.0,Ballina
2025-Q3,2025,Q3,Ballina,Total,1460.0,Ballina
2021-Q4,2021,Q4,Balranald,Non Strata,310.0,Balranald
2023-Q2,2023,Q2,Balranald,Non Strata,310.0,Balranald
2021-Q4,2021,Q4,Balranald,Total,310.0,Balranald
2023-Q2,2023,Q2,Balranald,Total,310.0,Balranald
2017-Q4,2017,Q4,Bathurst,Non Strata,408.0,Bathurst
2018-Q1,2018,Q1,Bathurst,Non Strata,413.0,Bathurst
2017-Q4,2017,Q4,Bathurst,Strata,300.0,Bathurst
2018-Q1,2018,Q1,Bathurst,Strata,338.0,Bathurst
2017-Q4,2017,Q4,Bathurst,Total,399.0,Bathurst
2018-Q1,2018,Q1,Bathurst,Total,403.0,Bathurst
2017-Q2,2017,Q2,Bathurst Regional,Non Strata,417.0,Bathurst Regional
2017-Q3,2017,Q3,Bathurst Regional,Non Strata,430.0,Bathurst Regional
2018-Q2,2018,Q2,Bathurst Regional,Non Strata,435.0,Bathurst Regional
2018-Q3,2018,Q3,Bathurst Regional,Non Strata,443.0,Bathurst Regional
2018-Q4,2018,Q4,Bathurst Regional,Non Strata,452.0,Bathurst Regional
2019-Q1,2019,Q1,Bathurst Regional,Non Strata,435.0,Bathurst Regional
2019-Q2,2019,Q2,Bathurst Regional,Non Strata,410.0,Bathurst Regional
2019-Q3,2019,Q3,Bathurst Regional,Non Strata,449.0,Bathurst Regional
2019-Q4,2019,Q4,Bathurst Regional,Non Strata,430.0,Bathurst Regional
2020-Q1,2020,Q1,Bathurst Regional,Non Strata,476.0,Bathurst Regional
2020-Q2,2020,Q2,Bathurst Regional,Non Strata,530.0,Bathurst Regional
2020-Q3,2020,Q3,Bathurst Regional,Non Strata,558.0,Bathurst Regional
2020-Q4,2020,Q4,Bathurst Regional,Non Strata,592.0,Bathurst Regional
2021-Q1,2021,Q1,Bathurst Regional,Non Strata,571.0,Bathurst Regional
2021-Q2,2021,Q2,Bathurst Regional,Non Strata,649.0,Bathurst Regional
2021-Q3,2021,Q3,Bathurst Regional,Non Strata,695.0,Bathurst Regional
2021-Q4,2021,Q4,Bathurst Regional,Non Strata,754.0,Bathurst Regional
2022-Q1,2022,Q1,Bathurst Regional,Non Strata,800.0,Bathurst Regional
2022-Q2,2022,Q2,Bathurst Regional,Non Strata,858.0,Bathurst Regional
2022-Q3,2022,Q3,Bathurst Regional,Non Strata,789.0,Bathurst Regional
2022-Q4,2022,Q4,Bathurst Regional,Non Strata,760.0,Bathurst Regional
2023-Q1,2023,Q1,Bathurst Regional,Non Strata,750.0,Bathurst Regional
2023-Q2,2023,Q2,Bathurst Regional,Non Strata,790.0,Bathurst Regional
2023-Q3,2023,Q3,Bathurst Regional,Non Strata,790.0,Bathurst Regional
2023-Q4,2023,Q4,Bathurst Regional,Non Strata,765.0,Bathurst Regional
2024-Q1,2024,Q1,Bathurst Regional,Non Strata,805.0,Bathurst Regional
2024-Q2,2024,Q2,Bathurst Regional,Non Strata,790.0,Bathurst Regional
2024-Q4,2024,Q4,Bathurst Regional,Non Strata,820.0,Bathurst Regional
2025-Q1,2025,Q1,Bathurst Regional,Non Strata,840.0,Bathurst Regional
2025-Q2,2025,Q2,Bathurst Regional,Non Strata,818.0,Bathurst Regional
2025-Q3,2025,Q3,Bathurst Regional,Non Strata,765.0,Bathurst Regional
2017-Q2,2017,Q2,Bathurst Regional,Strata,280.0,Bathurst Regional
2017-Q3,2017,Q3,Bathurst Regional,Strata,285.0,Bathurst Regional
2018-Q2,2018,Q2,Bathurst Regional,Strata,320.0,Bathurst Regional
2018-Q3,2018,Q3,Bathurst Regional,Strata,308.0,Bathurst Regional
2018-Q4,2018,Q4,Bathurst Regional,Strata,308.0,Bathurst Regional
2019-Q1,2019,Q1,Bathurst Regional,Strata,310.0,Bathurst Regional
2019-Q2,2019,Q2,Bathurst Regional,Strata,345.0,Bathurst Regional
2019-Q3,2019,Q3,Bathurst Regional,Strata,271.0,Bathurst Regional
2020-Q1,2020,Q1,Bathurst Regional,Strata,359.0,Bathurst Regional
2020-Q3,2020,Q3,Bathurst Regional,Strata,379.0,Bathurst Regional
2020-Q4,2020,Q4,Bathurst Regional,Strata,341.0,Bathurst Regional
2021-Q1,2021,Q1,Bathurst Regional,Strata,336.0,Bathurst Regional
2021-Q2,2021,Q2,Bathurst Regional,Strata,420.0,Bathurst Regional
2021-Q3,2021,Q3,Bathurst Regional,Strata,375.0,Bathurst Regional
2021-Q4,2021,Q4,Bathurst Regional,Strata,471.0,Bathurst Regional
2022-Q1,2022,Q1,Bathurst Regional,Strata,521.0,Bathurst Regional
2022-Q2,2022,Q2,Bathurst Regional,Strata,473.0,Bathurst Regional
2022-Q3,2022,Q3,Bathurst Regional,Strata,489.0,Bathurst Regional
2022-Q4,2022,Q4,Bathurst Regional,Strata,540.0,Bathurst Regional
2023-Q2,2023,Q2,Bathurst Regional,Strata,450.0,Bathurst Regional
2023-Q3,2023,Q3,Bathurst Regional,Strata,475.0,Bathurst Regional
2023-Q4,2023,Q4,Bathurst Regional,Strata,490.0,Bathurst Regional
2024-Q1,2024,Q1,Bathurst Regional,Strata,513.0,Bathurst Regional
2024-Q2,2024,Q2,Bathurst Regional,Strata,553.0,Bathurst Regional
2024-Q4,2024,Q4,Bathurst Regional,Strata,553.0,Bathurst Regional
2025-Q1,2025,Q1,Bathurst Regional,Strata,510.0,Bathurst Regional
2025-Q2,2025,Q2,Bathurst Regional,Strata,542.0,Bathurst Regional
2025-Q3,2025,Q3,Bathurst Regional,Strata,476.0,Bathurst Regional
2017-Q2,2017,Q2,Bathurst Regional,Total,405.0,Bathurst Regional
2017-Q3,2017,Q3,Bathurst Regional,Total,420.0,Bathurst Regional
2018-Q2,2018,Q2,Bathurst Regional,Total,420.0,Bathurst Regional
2018-Q3,2018,Q3,Bathurst Regional,Total,433.0,Bathurst Regional
2018-Q4,2018,Q4,Bathurst Regional,Total,439.0,Bathurst Regional
2019-Q1,2019,Q1,Bathurst Regional,Total,425.0,Bathurst Regional
2019-Q2,2019,Q2,Bathurst Regional,Total,396.0,Bathurst Regional
2019-Q3,2019,Q3,Bathurst Regional,Total,429.0,Bathurst Regional
2019-Q4,2019,Q4,Bathurst Regional,Total,420.0,Bathurst Regional
2020-Q1,2020,Q1,Bathurst Regional,Total,450.0,Bathurst Regional
2020-Q2,2020,Q2,Bathurst Regional,Total,523.0,Bathurst Regional
2020-Q3,2020,Q3,Bathurst Regional,Total,538.0,Bathurst Regional
2020-Q4,2020,Q4,Bathurst Regional,Total,575.0,Bathurst Regional
2021-Q1,2021,Q1,Bathurst Regional,Total,550.0,Bathurst Regional
2021-Q2,2021,Q2,Bathurst Regional,Total,631.0,Bathurst Regional
2021-Q3,2021,Q3,Bathurst Regional,Total,679.0,Bathurst Regional
2021-Q4,2021,Q4,Bathurst Regional,Total,750.0,Bathurst Regional
2022-Q1,2022,Q1,Bathurst Regional,Total,776.0,Bathurst Regional
2022-Q2,2022,Q2,Bathurst Regional,Total,829.0,Bathurst Regional
2022-Q3,2022,Q3,Bathurst Regional,Total,760.0,Bathurst Regional
2022-Q4,2022,Q4,Bathurst Regional,Total,749.0,Bathurst Regional
2023-Q1,2023,Q1,Bathurst Regional,Total,738.0,Bathurst Regional
2023-Q2,2023,Q2,Bathurst Regional,Total,761.0,Bathurst Regional
2023-Q3,2023,Q3,Bathurst Regional,Total,780.0,Bathurst Regional
2023-Q4,2023,Q4,Bathurst Regional,Total,750.0,Bathurst Regional
2024-Q1,2024,Q1,Bathurst Regional,Total,790.0,Bathurst Regional
2024-Q2,2024,Q2,Bathurst Regional,Total,763.0,Bathurst Regional
2024-Q4,2024,Q4,Bathurst Regional,Total,775.0,Bathurst Regional
2025-Q1,2025,Q1,Bathurst Regional,Total,800.0,Bathurst Regional
2025-Q2,2025,Q2,Bathurst Regional,Total,798.0,Bathurst Regional
2025-Q3,2025,Q3,Bathurst Regional,Total,750.0,Bathurst Regional
1991-Q1,1991,Q1,Bayside,Non Strata,194.0,Bayside
1991-Q2,1991,Q2,Bayside,Non Strata,180.0,Bayside
1991-Q3,1991,Q3,Bayside,Non Strata,177.5,Bayside
1991-Q4,1991,Q4,Bayside,Non Strata,178.5,Bayside
1992-Q1,1992,Q1,Bayside,Non Strata,185.5,Bayside
1992-Q2,1992,Q2,Bayside,Non Strata,186.5,Bayside
1992-Q3,1992,Q3,Bayside,Non Strata,181.5,Bayside
1992-Q4,1992,Q4,Bayside,Non Strata,199.5,Bayside
1993-Q1,1993,Q1,Bayside,Non Strata,184.5,Bayside
1993-Q2,1993,Q2,Bayside,Non Strata,193.0,Bayside
