date,Year,Quarter,lga,dwelling,median_sales_price,lga_shp
2018-Q3,2018,Q3,Coffs Harbour,Non Strata,528.0,Coffs Harbour
2018-Q4,2018,Q4,Coffs Harbour,Non Strata,550.0,Coffs Harbour
2019-Q1,2019,Q1,Coffs Harbour,Non Strata,545.0,Coffs Harbour
2019-Q2,2019,Q2,Coffs Harbour,Non Strata,550.0,Coffs Harbour
2019-Q3,2019,Q3,Coffs Harbour,Non Strata,535.0,Coffs Harbour
2019-Q4,2019,Q4,Coffs Harbour,Non Strata,550.0,Coffs Harbour
2020-Q1,2020,Q1,Coffs Harbour,Non Strata,550.0,Coffs Harbour
2020-Q2,2020,Q2,Coffs Harbour,Non Strata,669.0,Coffs Harbour
2020-Q3,2020,Q3,Coffs Harbour,Non Strata,733.0,Coffs Harbour
2020-Q4,2020,Q4,Coffs Harbour,Non Strata,785.0,Coffs Harbour
2021-Q1,2021,Q1,Coffs Harbour,Non Strata,876.0,Coffs Harbour
2021-Q2,2021,Q2,Coffs Harbour,Non Strata,850.0,Coffs Harbour
2021-Q3,2021,Q3,Coffs Harbour,Non Strata,885.0,Coffs Harbour
2021-Q4,2021,Q4,Coffs Harbour,Non Strata,1074.0,Coffs Harbour
2022-Q1,2022,Q1,Coffs Harbour,Non Strata,1039.0,Coffs Harbour
2022-Q2,2022,Q2,Coffs Harbour,Non Strata,1075.0,Coffs Harbour
2022-Q3,2022,Q3,Coffs Harbour,Non Strata,1118.0,Coffs Harbour
2022-Q4,2022,Q4,Coffs Harbour,Non Strata,1046.0,Coffs Harbour
2023-Q1,2023,Q1,Coffs Harbour,Non Strata,1050.0,Coffs Harbour
2023-Q2,2023,Q2,Coffs Harbour,Non Strata,950.0,Coffs Harbour
2023-Q3,2023,Q3,Coffs Harbour,Non Strata,965.0,Coffs Harbour
2023-Q4,2023,Q4,Coffs Harbour,Non Strata,1055.0,Coffs Harbour
2024-Q1,2024,Q1,Coffs Harbour,Non Strata,1118.0,Coffs Harbour
2024-Q2,2024,Q2,Coffs Harbour,Non Strata,1091.0,Coffs Harbour
2024-Q4,2024,Q4,Coffs Harbour,Non Strata,1125.0,Coffs Harbour
2025-Q1,2025,Q1,Coffs Harbour,Non Strata,1000.0,Coffs Harbour
2025-Q2,2025,Q2,Coffs Harbour,Non Strata,1100.0,Coffs Harbour
2025-Q3,2025,Q3,Coffs Harbour,Non Strata,1046.0,Coffs Harbour
2017-Q2,2017,Q2,Coffs Harbour,Strata,342.5,Coffs Harbour
2017-Q3,2017,Q3,Coffs Harbour,Strata,355.5,Coffs Harbour
2017-Q4,2017,Q4,Coffs Harbour,Strata,347.0,Coffs Harbour
2018-Q1,2018,Q1,Coffs Harbour,Strata,350.0,Coffs Harbour
2018-Q2,2018,Q2,Coffs Harbour,Strata,348.0,Coffs Harbour
2018-Q3,2018,Q3,Coffs Harbour,Strata,350.0,Coffs Harbour
2018-Q4,2018,Q4,Coffs Harbour,Strata,367.0,Coffs Harbour
2019-Q1,2019,Q1,Coffs Harbour,Strata,328.0,Coffs Harbour
2019-Q2,2019,Q2,Coffs Harbour,Strata,375.0,Coffs Harbour
2019-Q3,2019,Q3,Coffs Harbour,Strata,390.0,Coffs Harbour
2019-Q4,2019,Q4,Coffs Harbour,Strata,372.0,Coffs Harbour
2020-Q1,2020,Q1,Coffs Harbour,Strata,367.0,Coffs Harbour
2020-Q2,2020,Q2,Coffs Harbour,Strata,423.0,Coffs Harbour
2020-Q3,2020,Q3,Coffs Harbour,Strata,515.0,Coffs Harbour
2020-Q4,2020,Q4,Coffs Harbour,Strata,509.0,Coffs Harbour
2021-Q1,2021,Q1,Coffs Harbour,Strata,540.0,Coffs Harbour
2021-Q2,2021,Q2,Coffs Harbour,Strata,595.0,Coffs Harbour
2021-Q3,2021,Q3,Coffs Harbour,Strata,670.0,Coffs Harbour
2021-Q4,2021,Q4,Coffs Harbour,Strata,735.0,Coffs Harbour
2022-Q1,2022,Q1,Coffs Harbour,Strata,630.0,Coffs Harbour
2022-Q2,2022,Q2,Coffs Harbour,Strata,682.0,Coffs Harbour
2022-Q3,2022,Q3,Coffs Harbour,Strata,631.0,Coffs Harbour
2022-Q4,2022,Q4,Coffs Harbour,Strata,664.0,Coffs Harbour
2023-Q1,2023,Q1,Coffs Harbour,Strata,697.0,Coffs Harbour
2023-Q2,2023,Q2,Coffs Harbour,Strata,655.0,Coffs Harbour
2023-Q3,2023,Q3,Coffs Harbour,Strata,816.0,Coffs Harbour
2023-Q4,2023,Q4,Coffs Harbour,Strata,710.0,Coffs Harbour
2024-Q1,2024,Q1,Coffs Harbour,Strata,691.0,Coffs Harbour
2024-Q2,2024,Q2,Coffs Harbour,Strata,735.0,Coffs Harbour
2024-Q4,2024,Q4,Coffs Harbour,Strata,734.0,Coffs Harbour
2025-Q1,2025,Q1,Coffs Harbour,Strata,710.0,Coffs Harbour
2025-Q2,2025,Q2,Coffs Harbour,Strata,719.0,Coffs Harbour
2025-Q3,2025,Q3,Coffs Harbour,Strata,700.0,Coffs Harbour
2017-Q2,2017,Q2,Coffs Harbour,Total,459.0,Coffs Harbour
2017-Q3,2017,Q3,Coffs Harbour,Total,478.0,Coffs Harbour
2017-Q4,2017,Q4,Coffs Harbour,Total,479.0,Coffs Harbour
2018-Q1,2018,Q1,Coffs Harbour,Total,490.0,Coffs Harbour
2018-Q2,2018,Q2,Coffs Harbour,Total,497.0,Coffs Harbour
2018-Q3,2018,Q3,Coffs Harbour,Total,477.0,Coffs Harbour
2018-Q4,2018,Q4,Coffs Harbour,Total,499.0,Coffs Harbour
2019-Q1,2019,Q1,Coffs Harbour,Total,493.0,Coffs Harbour
2019-Q2,2019,Q2,Coffs Harbour,Total,520.0,Coffs Harbour
2019-Q3,2019,Q3,Coffs Harbour,Total,500.0,Coffs Harbour
2019-Q4,2019,Q4,Coffs Harbour,Total,485.0,Coffs Harbour
2020-Q1,2020,Q1,Coffs Harbour,Total,510.0,Coffs Harbour
2020-Q2,2020,Q2,Coffs Harbour,Total,635.0,Coffs Harbour
2020-Q3,2020,Q3,Coffs Harbour,Total,700.0,Coffs Harbour
2020-Q4,2020,Q4,Coffs Harbour,Total,720.0,Coffs Harbour
2021-Q1,2021,Q1,Coffs Harbour,Total,810.0,Coffs Harbour
2021-Q2,2021,Q2,Coffs Harbour,Total,820.0,Coffs Harbour
2021-Q3,2021,Q3,Coffs Harbour,Total,850.0,Coffs Harbour
2021-Q4,2021,Q4,Coffs Harbour,Total,939.0,Coffs Harbour
2022-Q1,2022,Q1,Coffs Harbour,Total,967.0,Coffs Harbour
2022-Q2,2022,Q2,Coffs Harbour,Total,956.0,Coffs Harbour
2022-Q3,2022,Q3,Coffs Harbour,Total,974.0,Coffs Harbour
2022-Q4,2022,Q4,Coffs Harbour,Total,950.0,Coffs Harbour
2023-Q1,2023,Q1,Coffs Harbour,Total,940.0,Coffs Harbour
2023-Q2,2023,Q2,Coffs Harbour,Total,899.0,Coffs Harbour
2023-Q3,2023,Q3,Coffs Harbour,Total,937.0,Coffs Harbour
2023-Q4,2023,Q4,Coffs Harbour,Total,946.0,Coffs Harbour
2024-Q1,2024,Q1,Coffs Harbour,Total,1000.0,Coffs Harbour
2024-Q2,2024,Q2,Coffs Harbour,Total,1000.0,Coffs Harbour
2024-Q4,2024,Q4,Coffs Harbour,Total,974.0,Coffs Harbour
2025-Q1,2025,Q1,Coffs Harbour,Total,894.0,Coffs Harbour
2025-Q2,2025,Q2,Coffs Harbour,Total,1025.0,Coffs Harbour
2025-Q3,2025,Q3,Coffs Harbour,Total,949.0,Coffs Harbour
2017-Q2,2017,Q2,Coolamon,Non Strata,200.0,Coolamon
2017-Q3,2017,Q3,Coolamon,Non Strata,191.0,Coolamon
2017-Q4,2017,Q4,Coolamon,Non Strata,180.0,Coolamon
2018-Q1,2018,Q1,Coolamon,Non Strata,188.0,Coolamon
2018-Q3,2018,Q3,Coolamon,Non Strata,260.0,Coolamon
2018-Q4,2018,Q4,Coolamon,Non Strata,248.0,Coolamon
2019-Q1,2019,Q1,Coolamon,Non Strata,205.0,Coolamon
2019-Q2,2019,Q2,Coolamon,Non Strata,180.0,Coolamon
2019-Q4,2019,Q4,Coolamon,Non Strata,213.0,Coolamon
2020-Q1,2020,Q1,Coolamon,Non Strata,288.0,Coolamon
2020-Q2,2020,Q2,Coolamon,Non Strata,279.0,Coolamon
2020-Q3,2020,Q3,Coolamon,Non Strata,300.0,Coolamon
2020-Q4,2020,Q4,Coolamon,Non Strata,345.0,Coolamon
2021-Q1,2021,Q1,Coolamon,Non Strata,280.0,Coolamon
2021-Q2,2021,Q2,Coolamon,Non Strata,329.0,Coolamon
2021-Q3,2021,Q3,Coolamon,Non Strata,425.0,Coolamon
2021-Q4,2021,Q4,Coolamon,Non Strata,351.0,Coolamon
2022-Q2,2022,Q2,Coolamon,Non Strata,541.0,Coolamon
2022-Q3,2022,Q3,Coolamon,Non Strata,431.0,Coolamon
2022-Q4,2022,Q4,Coolamon,Non Strata,633.0,Coolamon
2023-Q1,2023,Q1,Coolamon,Non Strata,414.0,Coolamon
2023-Q3,2023,Q3,Coolamon,Non Strata,488.0,Coolamon
2023-Q4,2023,Q4,Coolamon,Non Strata,798.0,Coolamon
2024-Q1,2024,Q1,Coolamon,Non Strata,474.0,Coolamon
2024-Q2,2024,Q2,Coolamon,Non Strata,667.0,Coolamon
2024-Q4,2024,Q4,Coolamon,Non Strata,418.0,Coolamon
2025-Q1,2025,Q1,Coolamon,Non Strata,510.0,Coolamon
2025-Q2,2025,Q2,Coolamon,Non Strata,612.0,Coolamon
2025-Q3,2025,Q3,Coolamon,Non Strata,449.0,Coolamon
2017-Q2,2017,Q2,Coolamon,Total,200.0,Coolamon
2017-Q3,2017,Q3,Coolamon,Total,191.0,Coolamon
2017-Q4,2017,Q4,Coolamon,Total,180.0,Coolamon
2018-Q1,2018,Q1,Coolamon,Total,188.0,Coolamon
2018-Q3,2018,Q3,Coolamon,Total,260.0,Coolamon
2018-Q4,2018,Q4,Coolamon,Total,248.0,Coolamon
2019-Q1,2019,Q1,Coolamon,Total,205.0,Coolamon
2019-Q2,2019,Q2,Coolamon,Total,180.0,Coolamon
2019-Q4,2019,Q4,Coolamon,Total,213.0,Coolamon
2020-Q1,2020,Q1,Coolamon,Total,288.0,Coolamon
2020-Q2,2020,Q2,Coolamon,Total,279.0,Coolamon
2020-Q3,2020,Q3,Coolamon,Total,300.0,Coolamon
2020-Q4,2020,Q4,Coolamon,Total,345.0,Coolamon
2021-Q1,2021,Q1,Coolamon,Total,280.0,Coolamon
2021-Q2,2021,Q2,Coolamon,Total,329.0,Coolamon
2021-Q3,2021,Q3,Coolamon,Total,425.0,Coolamon
2021-Q4,2021,Q4,Coolamon,Total,351.0,Coolamon
2022-Q2,2022,Q2,Coolamon,Total,541.0,Coolamon
2022-Q3,2022,Q3,Coolamon,Total,431.0,Coolamon
2022-Q4,2022,Q4,Coolamon,Total,633.0,Coolamon
2023-Q1,2023,Q1,Coolamon,Total,414.0,Coolamon
2023-Q3,2023,Q3,Coolamon,Total,488.0,Coolamon
2023-Q4,2023,Q4,Coolamon,Total,798.0,Coolamon
2024-Q1,2024,Q1,Coolamon,Total,474.0,Coolamon
2024-Q2,2024,Q2,Coolamon,Total,667.0,Coolamon
2024-Q4,2024,Q4,Coolamon,Total,418.0,Coolamon
2025-Q1,2025,Q1,Coolamon,Total,510.0,Coolamon
2025-Q2,2025,Q2,Coolamon,Total,612.0,Coolamon
2025-Q3,2025,Q3,Coolamon,Total,449.0,Coolamon
2017-Q2,2017,Q2,Coonamble,Non Strata,118.0,Coonamble
2017-Q4,2017,Q4,Coonamble,Non Strata,85.0,Coonamble
2018-Q1,2018,Q1,Coonamble,Non Strata,123.0,Coonamble
2020-Q3,2020,Q3,Coonamble,Non Strata,117.0,Coonamble
2020-Q4,2020,Q4,Coonamble,Non Strata,135.0,Coonamble
2021-Q1,2021,Q1,Coonamble,Non Strata,143.0,Coonamble
2021-Q2,2021,Q2,Coonamble,Non Strata,147.0,Coonamble
2021-Q3,2021,Q3,Coonamble,Non Strata,230.0,Coonamble
2021-Q4,2021,Q4,Coonamble,Non Strata,199.0,Coonamble
2022-Q1,2022,Q1,Coonamble,Non Strata,171.0,Coonamble
2022-Q3,2022,Q3,Coonamble,Non Strata,167.0,Coonamble
2022-Q4,2022,Q4,Coonamble,Non Strata,350.0,Coonamble
2023-Q2,2023,Q2,Coonamble,Non Strata,285.0,Coonamble
2023-Q3,2023,Q3,Coonamble,Non Strata,288.0,Coonamble
2023-Q4,2023,Q4,Coonamble,Non Strata,375.0,Coonamble
2024-Q1,2024,Q1,Coonamble,Non Strata,253.0,Coonamble
2024-Q2,2024,Q2,Coonamble,Non Strata,315.0,Coonamble
2024-Q4,2024,Q4,Coonamble,Non Strata,205.0,Coonamble
2025-Q2,2025,Q2,Coonamble,Non Strata,296.0,Coonamble
2025-Q3,2025,Q3,Coonamble,Non Strata,242.0,Coonamble
2017-Q2,2017,Q2,Coonamble,Total,118.0,Coonamble
2017-Q4,2017,Q4,Coonamble,Total,85.0,Coonamble
2018-Q1,2018,Q1,Coonamble,Total,123.0,Coonamble
2020-Q3,2020,Q3,Coonamble,Total,117.0,Coonamble
2020-Q4,2020,Q4,Coonamble,Total,135.0,Coonamble
2021-Q1,2021,Q1,Coonamble,Total,143.0,Coonamble
2021-Q2,2021,Q2,Coonamble,Total,147.0,Coonamble
2021-Q3,2021,Q3,Coonamble,Total,230.0,Coonamble
2021-Q4,2021,Q4,Coonamble,Total,199.0,Coonamble
2022-Q1,2022,Q1,Coonamble,Total,171.0,Coonamble
2022-Q3,2022,Q3,Coonamble,Total,167.0,Coonamble
2022-Q4,2022,Q4,Coonamble,Total,350.0,Coonamble
2023-Q2,2023,Q2,Coonamble,Total,285.0,Coonamble
2023-Q3,2023,Q3,Coonamble,Total,288.0,Coonamble
2023-Q4,2023,Q4,Coonamble,Total,375.0,Coonamble
2024-Q1,2024,Q1,Coonamble,Total,253.0,Coonamble
2024-Q2,2024,Q2,Coonamble,Total,315.0,Coonamble
2024-Q4,2024,Q4,Coonamble,Total,205.0,Coonamble
2025-Q2,2025,Q2,Coonamble,Total,296.0,Coonamble
2025-Q3,2025,Q3,Coonamble,Total,242.0,Coonamble
2017-Q4,2017,Q4,Cootamundra-Gundagai Regional,Non Strata,225.0,Cootamundra-Gundagai Regional
2018-Q1,2018,Q1,Cootamundra-Gundagai Regional,Non Strata,200.0,Cootamundra-Gundagai Regional
2017-Q4,2017,Q4,Cootamundra-Gundagai Regional,Total,225.0,Cootamundra-Gundagai Regional
2018-Q1,2018,Q1,Cootamundra-Gundagai Regional,Total,200.0,Cootamundra-Gundagai Regional
2017-Q2,2017,Q2,Cowra,Non Strata,214.0,Cowra
2017-Q3,2017,Q3,Cowra,Non Strata,265.0,Cowra
2017-Q4,2017,Q4,Cowra,Non Strata,260.0,Cowra
2018-Q1,2018,Q1,Cowra,Non Strata,251.0,Cowra
2018-Q2,2018,Q2,Cowra,Non Strata,241.0,Cowra
2018-Q3,2018,Q3,Cowra,Non Strata,290.0,Cowra
2018-Q4,2018,Q4,Cowra,Non Strata,285.0,Cowra
2019-Q1,2019,Q1,Cowra,Non Strata,257.0,Cowra
2019-Q2,2019,Q2,Cowra,Non Strata,274.0,Cowra
2019-Q3,2019,Q3,Cowra,Non Strata,260.0,Cowra
2019-Q4,2019,Q4,Cowra,Non Strata,260.0,Cowra
2020-Q1,2020,Q1,Cowra,Non Strata,280.0,Cowra
2020-Q2,2020,Q2,Cowra,Non Strata,292.0,Cowra
2020-Q3,2020,Q3,Cowra,Non Strata,320.0,Cowra
2020-Q4,2020,Q4,Cowra,Non Strata,378.0,Cowra
2021-Q1,2021,Q1,Cowra,Non Strata,428.0,Cowra
2021-Q2,2021,Q2,Cowra,Non Strata,403.0,Cowra
2021-Q3,2021,Q3,Cowra,Non Strata,426.0,Cowra
2021-Q4,2021,Q4,Cowra,Non Strata,466.0,Cowra
2022-Q1,2022,Q1,Cowra,Non Strata,450.0,Cowra
2022-Q2,2022,Q2,Cowra,Non Strata,557.0,Cowra
2022-Q3,2022,Q3,Cowra,Non Strata,540.0,Cowra
2022-Q4,2022,Q4,Cowra,Non Strata,583.0,Cowra
2023-Q1,2023,Q1,Cowra,Non Strata,511.0,Cowra
2023-Q2,2023,Q2,Cowra,Non Strata,563.0,Cowra
2023-Q3,2023,Q3,Cowra,Non Strata,515.0,Cowra
2023-Q4,2023,Q4,Cowra,Non Strata,484.0,Cowra
2024-Q1,2024,Q1,Cowra,Non Strata,563.0,Cowra
2024-Q2,2024,Q2,Cowra,Non Strata,517.0,Cowra
2024-Q4,2024,Q4,Cowra,Non Strata,575.0,Cowra
2025-Q1,2025,Q1,Cowra,Non Strata,635.0,Cowra
2025-Q2,2025,Q2,Cowra,Non Strata,560.0,Cowra
2025-Q3,2025,Q3,Cowra,Non Strata,563.0,Cowra
2017-Q2,2017,Q2,Cowra,Total,214.0,Cowra
2017-Q3,2017,Q3,Cowra,Total,265.0,Cowra
2017-Q4,2017,Q4,Cowra,Total,260.0,Cowra
2018-Q1,2018,Q1,Cowra,Total,238.0,Cowra
2018-Q2,2018,Q2,Cowra,Total,236.0,Cowra
2018-Q3,2018,Q3,Cowra,Total,291.0,Cowra
2018-Q4,2018,Q4,Cowra,Total,288.0,Cowra
2019-Q1,2019,Q1,Cowra,Total,257.0,Cowra
2019-Q2,2019,Q2,Cowra,Total,274.0,Cowra
2019-Q3,2019,Q3,Cowra,Total,260.0,Cowra
2019-Q4,2019,Q4,Cowra,Total,260.0,Cowra
2020-Q1,2020,Q1,Cowra,Total,280.0,Cowra
2020-Q2,2020,Q2,Cowra,Total,292.0,Cowra
2020-Q3,2020,Q3,Cowra,Total,316.0,Cowra
2020-Q4,2020,Q4,Cowra,Total,370.0,Cowra
2021-Q1,2021,Q1,Cowra,Total,425.0,Cowra
2021-Q2,2021,Q2,Cowra,Total,400.0,Cowra
2021-Q3,2021,Q3,Cowra,Total,418.0,Cowra
2021-Q4,2021,Q4,Cowra,Total,458.0,Cowra
2022-Q1,2022,Q1,Cowra,Total,450.0,Cowra
2022-Q2,2022,Q2,Cowra,Total,557.0,Cowra
2022-Q3,2022,Q3,Cowra,Total,540.0,Cowra
2022-Q4,2022,Q4,Cowra,Total,583.0,Cowra
2023-Q1,2023,Q1,Cowra,Total,511.0,Cowra
2023-Q2,2023,Q2,Cowra,Total,563.0,Cowra
2023-Q3,2023,Q3,Cowra,Total,513.0,Cowra
2023-Q4,2023,Q4,Cowra,Total,484.0,Cowra
2024-Q1,2024,Q1,Cowra,Total,556.0,Cowra
2024-Q2,2024,Q2,Cowra,Total,517.0,Cowra
2024-Q4,2024,Q4,Cowra,Total,575.0,Cowra
2025-Q1,2025,Q1,Cowra,Total,635.0,Cowra
2025-Q2,2025,Q2,Cowra,Total,560.0,Cowra
2025-Q3,2025,Q3,Cowra,Total,563.0,Cowra
1991-Q1,1991,Q1,Cumberland,Non Strata,134.0,Cumberland
1991-Q2,1991,Q2,Cumberland,Non Strata,135.0,Cumberland
1991-Q3,1991,Q3,Cumberland,Non Strata,137.0,Cumberland
1991-Q4,1991,Q4,Cumberland,Non Strata,136.0,Cumberland
1992-Q1,1992,Q1,Cumberland,Non Strata,136.0,Cumberland
1992-Q2,1992,Q2,Cumberland,Non Strata,139.0,Cumberland
1992-Q3,1992,Q3,Cumberland,Non Strata,136.0,Cumberland
1992-Q4,1992,Q4,Cumberland,Non Strata,141.0,Cumberland
1993-Q1,1993,Q1,Cumberland,Non Strata,142.0,Cumberland
1993-Q2,1993,Q2,Cumberland,Non Strata,140.0,Cumberland
1993-Q3,1993,Q3,Cumberland,Non Strata,140.0,Cumberland
1993-Q4,1993,Q4,Cumberland,Non Strata,146.0,Cumberland
1994-Q1,1994,Q1,Cumberland,Non Strata,150.0,Cumberland
1994-Q2,1994,Q2,Cumberland,Non Strata,155.0,Cumberland
1994-Q3,1994,Q3,Cumberland,Non Strata,157.5,Cumberland
1994-Q4,1994,Q4,Cumberland,Non Strata,159.5,Cumberland
1995-Q1,1995,Q1,Cumberland,Non Strata,163.5,Cumberland
1995-Q2,1995,Q2,Cumberland,Non Strata,158.5,Cumberland
1995-Q3,1995,Q3,Cumberland,Non Strata,163.0,Cumberland
1995-Q4,1995,Q4,Cumberland,Non Strata,159.5,Cumberland
1996-Q1,1996,Q1,Cumberland,Non Strata,166.0,Cumberland
1996-Q2,1996,Q2,Cumberland,Non Strata,165.0,Cumberland
1996-Q3,1996,Q3,Cumberland,Non Strata,164.0,Cumberland
1996-Q4,1996,Q4,Cumberland,Non Strata,171.5,Cumberland
1997-Q1,1997,Q1,Cumberland,Non Strata,173.0,Cumberland
1997-Q2,1997,Q2,Cumberland,Non Strata,181.5,Cumberland
1997-Q3,1997,Q3,Cumberland,Non Strata,194.0,Cumberland
1997-Q4,1997,Q4,Cumberland,Non Strata,205.0,Cumberland
1998-Q1,1998,Q1,Cumberland,Non Strata,207.0,Cumberland
1998-Q2,1998,Q2,Cumberland,Non Strata,215.5,Cumberland
1998-Q3,1998,Q3,Cumberland,Non Strata,218.5,Cumberland
1998-Q4,1998,Q4,Cumberland,Non Strata,229.0,Cumberland
1999-Q1,1999,Q1,Cumberland,Non Strata,237.0,Cumberland
1999-Q2,1999,Q2,Cumberland,Non Strata,247.5,Cumberland
1999-Q3,1999,Q3,Cumberland,Non Strata,247.5,Cumberland
1999-Q4,1999,Q4,Cumberland,Non Strata,254.0,Cumberland
2000-Q1,2000,Q1,Cumberland,Non Strata,267.5,Cumberland
2000-Q2,2000,Q2,Cumberland,Non Strata,275.5,Cumberland
2000-Q3,2000,Q3,Cumberland,Non Strata,267.0,Cumberland
2000-Q4,2000,Q4,Cumberland,Non Strata,265.0,Cumberland
2001-Q1,2001,Q1,Cumberland,Non Strata,293.5,Cumberland
2001-Q2,2001,Q2,Cumberland,Non Strata,299.0,Cumberland
2001-Q3,2001,Q3,Cumberland,Non Strata,343.0,Cumberland
2001-Q4,2001,Q4,Cumberland,Non Strata,321.0,Cumberland
2002-Q1,2002,Q1,Cumberland,Non Strata,340.5,Cumberland
2002-Q2,2002,Q2,Cumberland,Non Strata,371.5,Cumberland
2002-Q3,2002,Q3,Cumberland,Non Strata,407.0,Cumberland
2002-Q4,2002,Q4,Cumberland,Non Strata,413.0,Cumberland
2003-Q1,2003,Q1,Cumberland,Non Strata,405.0,Cumberland
2003-Q2,2003,Q2,Cumberland,Non Strata,435.0,Cumberland
2003-Q3,2003,Q3,Cumberland,Non Strata,455.5,Cumberland
2003-Q4,2003,Q4,Cumberland,Non Strata,475.0,Cumberland
2004-Q1,2004,Q1,Cumberland,Non Strata,471.5,Cumberland
2004-Q2,2004,Q2,Cumberland,Non Strata,454.0,Cumberland
2004-Q3,2004,Q3,Cumberland,Non Strata,456.0,Cumberland
2004-Q4,2004,Q4,Cumberland,Non Strata,437.5,Cumberland
2005-Q1,2005,Q1,Cumberland,Non Strata,426.5,Cumberland
2005-Q2,2005,Q2,Cumberland,Non Strata,431.0,Cumberland
2005-Q3,2005,Q3,Cumberland,Non Strata,422.0,Cumberland
2005-Q4,2005,Q4,Cumberland,Non Strata,439.0,Cumberland
2006-Q1,2006,Q1,Cumberland,Non Strata,425.0,Cumberland
2006-Q2,2006,Q2,Cumberland,Non Strata,432.5,Cumberland
2006-Q3,2006,Q3,Cumberland,Non Strata,420.5,Cumberland
2006-Q4,2006,Q4,Cumberland,Non Strata,415.0,Cumberland
2007-Q1,2007,Q1,Cumberland,Non Strata,420.5,Cumberland
2007-Q2,2007,Q2,Cumberland,Non Strata,430.0,Cumberland
2007-Q3,2007,Q3,Cumberland,Non Strata,426.0,Cumberland
2007-Q4,2007,Q4,Cumberland,Non Strata,455.0,Cumberland
2008-Q1,2008,Q1,Cumberland,Non Strata,419.0,Cumberland
2008-Q2,2008,Q2,Cumberland,Non Strata,420.0,Cumberland
2008-Q3,2008,Q3,Cumberland,Non Strata,405.0,Cumberland
2008-Q4,2008,Q4,Cumberland,Non Strata,414.5,Cumberland
2009-Q1,2009,Q1,Cumberland,Non Strata,422.5,Cumberland
2009-Q2,2009,Q2,Cumberland,Non Strata,452.0,Cumberland
2009-Q3,2009,Q3,Cumberland,Non Strata,455.5,Cumberland
2009-Q4,2009,Q4,Cumberland,Non Strata,490.0,Cumberland
2010-Q1,2010,Q1,Cumberland,Non Strata,491.5,Cumberland
2010-Q2,2010,Q2,Cumberland,Non Strata,518.0,Cumberland
2010-Q3,2010,Q3,Cumberland,Non Strata,538.5,Cumberland
2010-Q4,2010,Q4,Cumberland,Non Strata,522.5,Cumberland
2011-Q1,2011,Q1,Cumberland,Non Strata,500.0,Cumberland
2011-Q2,2011,Q2,Cumberland,Non Strata,538.0,Cumberland
2011-Q3,2011,Q3,Cumberland,Non Strata,529.0,Cumberland
2011-Q4,2011,Q4,Cumberland,Non Strata,504.5,Cumberland
2012-Q1,2012,Q1,Cumberland,Non Strata,552.5,Cumberland
2012-Q2,2012,Q2,Cumberland,Non Strata,560.0,Cumberland
2012-Q3,2012,Q3,Cumberland,Non Strata,563.5,Cumberland
2012-Q4,2012,Q4,Cumberland,Non Strata,583.0,Cumberland
2013-Q1,2013,Q1,Cumberland,Non Strata,572.0,Cumberland
2013-Q2,2013,Q2,Cumberland,Non Strata,597.0,Cumberland
2013-Q3,2013,Q3,Cumberland,Non Strata,627.5,Cumberland
2013-Q4,2013,Q4,Cumberland,Non Strata,650.0,Cumberland
2014-Q1,2014,Q1,Cumberland,Non Strata,712.0,Cumberland
2014-Q2,2014,Q2,Cumberland,Non Strata,721.5,Cumberland
2014-Q3,2014,Q3,Cumberland,Non Strata,744.5,Cumberland
2014-Q4,2014,Q4,Cumberland,Non Strata,822.0,Cumberland
2015-Q1,2015,Q1,Cumberland,Non Strata,830.5,Cumberland
2015-Q2,2015,Q2,Cumberland,Non Strata,904.5,Cumberland
2015-Q3,2015,Q3,Cumberland,Non Strata,926.0,Cumberland
2015-Q4,2015,Q4,Cumberland,Non Strata,918.5,Cumberland
2016-Q1,2016,Q1,Cumberland,Non Strata,898.5,Cumberland
2016-Q2,2016,Q2,Cumberland,Non Strata,869.5,Cumberland
2016-Q3,2016,Q3,Cumberland,Non Strata,882.5,Cumberland
2016-Q4,2016,Q4,Cumberland,Non Strata,916.5,Cumberland
2017-Q2,2017,Q2,Cumberland,Non Strata,912.5,Cumberland
2017-Q3,2017,Q3,Cumberland,Non Strata,905.0,Cumberland
2017-Q4,2017,Q4,Cumberland,Non Strata,910.0,Cumberland
2018-Q1,2018,Q1,Cumberland,Non Strata,880.0,Cumberland
2018-Q2,2018,Q2,Cumberland,Non Strata,868.0,Cumberland
2018-Q3,2018,Q3,Cumberland,Non Strata,800.0,Cumberland
2018-Q4,2018,Q4,Cumberland,Non Strata,800.0,Cumberland
2019-Q1,2019,Q1,Cumberland,Non Strata,770.0,Cumberland
2019-Q2,2019,Q2,Cumberland,Non Strata,780.0,Cumberland
2019-Q3,2019,Q3,Cumberland,Non Strata,800.0,Cumberland
2019-Q4,2019,Q4,Cumberland,Non Strata,833.0,Cumberland
2020-Q1,2020,Q1,Cumberland,Non Strata,893.0,Cumberland
2020-Q2,2020,Q2,Cumberland,Non Strata,949.0,Cumberland
2020-Q3,2020,Q3,Cumberland,Non Strata,1001.0,Cumberland
2020-Q4,2020,Q4,Cumberland,Non Strata,1070.0,Cumberland
2021-Q1,2021,Q1,Cumberland,Non Strata,1150.0,Cumberland
2021-Q2,2021,Q2,Cumberland,Non Strata,1205.0,Cumberland
2021-Q3,2021,Q3,Cumberland,Non Strata,1225.0,Cumberland
